merchant_id,onboarding_date,days_since_onboarding,mcc_code,mcc_description,country,monthly_volume_usd,avg_ticket_usd,txn_velocity_per_day,chargeback_rate_pct,refund_rate_pct,high_risk_bin_pct,intl_card_pct,identity_risk_score,hours_to_first_txn,shared_bank_account,shared_ip_address,shared_phone,shared_owner_name,collusion_score,network_size,velocity_spike,fraud_risk_score,risk_tier,is_fraud,fraud_reason
MER01889,2024-08-31,91,5094,Precious Metals,GB,290.04,26.66,23.9,1.179,0.563,28.96,0.59,9.2,67.85,0,0,0,0,0,1,0,38.5,Medium,0,None
MER01890,2023-08-31,202,5411,Grocery,CA,33517.64,69.89,82.3,0.454,2.367,49.52,2.38,13.8,64.02,1,0,0,0,1,1,0,36.9,Medium,0,None
MER01891,2023-09-01,10,7372,Software/SaaS,IN,27760.32,27.02,3.6,2.063,0.898,22.54,2.43,4.4,19.77,0,0,0,0,0,1,0,32.1,Medium,0,None
MER01892,2024-09-12,23,7995,Gambling,RO,8169.69,441.84,35.9,0.013,0.987,6.18,1.58,59.4,11.5,0,0,0,0,0,1,0,66.5,High,0,None
MER01893,2023-07-16,124,5812,Restaurants,CA,819.45,46.51,9.6,0.422,1.357,12.05,7.09,39.0,121.65,0,0,0,0,0,1,0,26.8,Low,0,None
MER01894,2023-01-27,73,5065,Electronics Retail,GB,49714.59,147.3,52.6,0.016,1.33,6.31,0.39,60.2,49.75,0,0,0,0,0,1,0,41.9,Medium,0,None
MER01895,2023-09-26,63,5912,Drug Stores,IN,2982.76,56.22,24.3,0.169,1.057,42.44,10.49,47.5,36.67,0,0,0,0,0,1,1,44.2,Medium,0,None
MER01896,2023-10-08,12,7011,Hotels,NG,4105.04,48.65,32.6,0.5,0.408,6.84,5.93,15.4,15.28,0,0,0,0,0,1,0,42.6,Medium,1,Identity Fraud at Onboarding
MER01897,2024-11-25,406,5812,Restaurants,US,259903.6,13.33,21.7,0.533,0.537,45.95,12.0,30.0,21.81,0,0,0,0,0,1,0,30.1,Medium,1,Triangulation Fraud
MER01898,2024-08-05,211,5999,Misc Retail,CA,2820.15,163.72,98.9,0.145,0.393,16.85,2.19,25.4,19.8,1,1,0,0,2,2,0,44.1,Medium,1,Collusion – Merchant-Consumer Ring
MER01899,2023-03-04,23,7995,Gambling,CA,24669.3,330.03,30.5,1.17,3.024,26.44,2.67,58.8,146.86,0,0,0,0,0,1,0,71.5,High,0,None
MER01900,2024-01-10,12,5065,Electronics Retail,US,18828.72,36.02,8.6,0.15,0.025,4.51,7.59,30.7,7.11,0,0,0,0,0,1,0,54.0,Medium,1,Card Testing
MER01901,2023-06-14,663,5411,Grocery,US,14548.72,19.2,22.6,0.191,2.78,32.84,1.25,34.8,27.36,1,1,0,1,3,10,0,84.4,High,1,Collusion – Merchant-Consumer Ring
MER01902,2024-01-16,205,7995,Gambling,US,12369.65,201.0,12.9,0.316,0.46,15.71,8.47,38.3,2.14,0,0,0,0,0,1,0,48.9,Medium,0,None
MER01903,2024-01-29,97,5411,Grocery,MX,14251.01,17.35,24.4,0.812,2.819,9.13,12.72,8.6,35.21,0,0,0,0,0,1,1,48.2,Medium,1,Card Testing
MER01904,2023-05-08,217,5912,Drug Stores,US,12184.39,304.76,12.1,0.106,2.317,14.48,4.06,28.9,88.93,0,0,0,0,0,1,0,14.5,Low,0,None
MER01905,2023-07-10,254,5812,Restaurants,US,7495.98,36.44,8.9,2.097,0.611,6.12,0.93,30.9,165.26,0,0,0,0,0,1,0,26.7,Low,0,None
MER01906,2024-10-22,272,5094,Precious Metals,US,78192.16,29.87,25.5,0.368,2.033,1.96,3.72,33.3,17.8,0,1,0,0,1,1,1,64.8,High,0,None
MER01907,2024-11-08,116,5999,Misc Retail,NG,1131.17,115.41,21.5,0.553,0.937,6.93,6.12,20.8,10.23,0,0,0,0,0,1,0,35.9,Medium,0,None
MER01908,2023-02-26,101,5999,Misc Retail,CN,37503.41,31.88,72.0,0.429,0.963,41.73,2.78,55.2,46.44,0,0,0,0,0,1,0,34.1,Medium,0,None
MER01909,2024-02-26,1,5812,Restaurants,GB,27820.08,44.38,12.2,0.41,3.052,11.45,3.79,26.3,17.7,0,0,0,0,0,1,0,26.0,Low,1,Account Takeover
MER01910,2024-11-17,470,5999,Misc Retail,CA,23100.25,128.25,1.9,1.778,1.368,25.63,4.8,23.1,5.03,0,0,0,1,1,1,1,59.4,Medium,0,None
MER01911,2023-10-17,166,5961,Mail Order,VN,43281.01,7.93,13.0,0.788,0.854,6.41,24.84,78.4,11.07,0,1,0,0,1,1,0,100.0,High,1,Synthetic Identity
MER01912,2024-05-24,40,5094,Precious Metals,US,7052.24,465.18,2.9,0.179,1.398,11.13,13.14,8.4,1.04,0,0,0,0,0,1,0,47.3,Medium,0,None
MER01913,2023-03-22,453,5999,Misc Retail,US,491.05,94.03,33.1,0.454,0.584,3.0,7.83,28.7,103.76,0,1,0,0,1,1,0,25.7,Low,0,None
MER01914,2023-03-28,443,7372,Software/SaaS,US,7270.36,24.71,2.7,0.539,2.534,9.51,14.89,0.5,22.61,0,1,1,0,2,2,1,43.8,Medium,0,None
MER01915,2023-03-03,730,5912,Drug Stores,US,1832.08,32.55,6.1,0.004,2.335,5.19,17.38,12.2,72.52,0,0,0,0,0,1,0,12.3,Low,0,None
MER01916,2023-07-29,372,5961,Mail Order,CA,2703.25,242.66,13.0,0.38,0.315,5.85,8.22,42.5,51.09,0,0,0,0,0,1,1,61.3,High,1,Money Laundering
MER01917,2023-04-02,730,5065,Electronics Retail,IN,1256.86,164.19,128.1,0.179,1.849,29.1,19.07,48.4,10.31,0,0,0,0,0,1,0,48.1,Medium,1,Synthetic Identity
MER01918,2024-07-26,50,7372,Software/SaaS,MX,3959.93,360.24,5.5,0.787,0.172,2.33,5.17,17.2,24.17,1,0,0,0,1,1,0,40.0,Medium,0,None
MER01919,2023-10-31,332,7372,Software/SaaS,CA,3311.2,45.48,20.4,0.039,1.686,3.25,7.5,3.1,28.3,0,0,0,0,0,1,0,4.2,Low,0,None
MER01920,2024-11-11,311,5912,Drug Stores,RO,228.98,121.1,40.3,0.163,2.816,8.68,33.08,12.2,50.52,0,0,0,1,1,1,0,50.8,Medium,1,Money Laundering
MER01921,2024-09-20,47,5411,Grocery,US,23163.5,137.91,119.2,0.386,0.525,3.48,2.35,32.1,125.54,0,0,0,0,0,1,1,33.4,Medium,0,None
MER01922,2024-01-28,18,7011,Hotels,US,226496.05,180.42,51.1,0.193,2.405,48.91,8.88,23.8,10.13,0,1,0,0,1,1,0,47.2,Medium,1,Card Testing
MER01923,2023-05-07,699,5999,Misc Retail,GB,20117.71,277.91,74.6,0.038,0.85,4.66,7.27,62.6,24.8,0,0,0,0,0,1,0,29.3,Low,0,None
MER01924,2023-03-02,63,7995,Gambling,MX,5976.64,43.94,56.7,0.475,0.482,18.11,5.5,46.5,10.85,0,1,0,0,1,1,1,89.4,High,1,Synthetic Identity
MER01925,2024-04-10,368,5411,Grocery,US,7464.25,80.3,4.7,0.957,0.077,4.79,8.93,72.5,83.48,0,0,0,0,0,1,0,39.8,Medium,0,None
MER01926,2023-06-16,1,5065,Electronics Retail,CA,4309.26,48.9,30.9,0.221,2.473,14.42,5.15,12.7,63.95,0,0,0,0,0,1,0,45.5,Medium,1,Account Takeover
MER01927,2023-08-25,3,5045,Electronics Wholesale,MX,9274.86,85.4,55.6,0.316,1.635,1.76,45.24,1.4,83.84,0,0,0,0,0,1,0,43.7,Medium,0,None
MER01928,2024-04-03,112,7011,Hotels,BR,7665.52,180.99,6.4,0.563,1.636,20.45,7.91,23.2,71.26,0,0,0,0,0,1,0,18.2,Low,0,None
MER01929,2023-08-25,49,5411,Grocery,MX,2294.86,17.22,10.0,0.019,1.459,24.73,2.92,43.2,1.32,0,0,0,0,0,1,0,56.9,Medium,0,None
MER01930,2023-02-19,210,5065,Electronics Retail,CA,101147.24,272.97,7.7,0.707,3.161,0.4,15.11,16.3,14.83,0,0,0,0,0,1,0,36.7,Medium,0,None
MER01931,2023-05-20,150,5065,Electronics Retail,US,870.67,28.81,50.8,1.16,0.7,24.58,3.38,26.2,20.93,0,0,0,1,1,1,0,67.7,High,1,Chargeback Abuse
MER01932,2023-03-03,14,5065,Electronics Retail,CA,23801.34,66.2,18.5,0.128,0.418,0.84,16.68,17.7,77.79,0,0,0,0,0,1,1,58.2,Medium,1,Identity Fraud at Onboarding
MER01933,2023-08-11,31,5065,Electronics Retail,US,6961.87,312.29,13.7,0.636,0.825,47.22,14.37,70.0,91.7,0,0,0,1,1,1,0,87.1,High,1,Account Takeover
MER01934,2024-08-29,88,5912,Drug Stores,RO,140259.24,124.96,4.3,0.115,0.879,1.66,6.42,11.8,30.52,0,0,0,0,0,1,0,22.2,Low,0,None
MER01935,2024-07-07,36,7995,Gambling,GB,13511.51,126.41,18.5,0.006,0.351,32.37,10.0,16.7,205.71,0,0,0,0,0,1,0,43.0,Medium,0,None
MER01936,2024-11-17,282,5812,Restaurants,CA,4722.73,27.64,10.2,0.265,3.297,15.45,3.82,34.6,36.26,1,0,0,0,1,1,0,38.5,Medium,0,None
MER01937,2024-07-28,96,6012,Financial Services,NG,5588.35,31.69,26.9,0.35,2.873,11.56,21.48,14.6,34.16,0,0,0,0,0,1,0,57.0,Medium,1,Identity Fraud at Onboarding
MER01938,2023-01-15,17,5045,Electronics Wholesale,GB,8602.95,230.73,5.1,0.572,1.394,23.72,5.4,31.0,36.92,0,0,0,0,0,1,0,41.7,Medium,0,None
MER01939,2023-02-11,119,5411,Grocery,US,1459.45,49.94,24.9,0.644,0.719,19.32,7.73,8.3,64.32,0,0,0,0,0,1,0,16.3,Low,0,None
MER01940,2023-09-19,17,5411,Grocery,CN,2564.95,54.88,11.9,0.247,2.221,25.84,19.37,13.8,22.68,0,0,0,1,1,1,0,45.1,Medium,1,Chargeback Abuse
MER01941,2023-12-29,24,5999,Misc Retail,IN,557.01,236.03,4.5,0.396,1.75,4.32,3.65,32.9,113.74,0,1,0,0,1,1,0,45.0,Medium,1,Friendly Fraud
MER01942,2023-02-06,49,7995,Gambling,BR,2029.48,31.5,4.1,0.614,0.726,17.45,12.47,15.0,38.27,0,0,0,0,0,1,0,40.8,Medium,0,None
MER01943,2024-02-13,353,5912,Drug Stores,US,9328.78,117.83,4.9,0.173,1.96,16.63,0.74,17.3,26.99,0,0,0,0,0,1,1,28.6,Low,0,None
MER01944,2024-06-13,465,7995,Gambling,GB,12711.5,93.96,15.7,0.389,1.526,5.25,7.88,14.4,13.56,0,0,0,1,1,1,1,63.8,High,0,None
MER01945,2023-06-14,315,5045,Electronics Wholesale,NG,416.13,89.78,23.2,0.544,2.988,11.17,18.47,12.8,21.94,0,0,0,0,0,1,0,35.2,Medium,0,None
MER01946,2024-06-09,73,7372,Software/SaaS,US,6595.76,53.6,27.8,0.118,1.912,83.14,3.19,19.6,51.75,0,0,0,0,0,1,0,23.6,Low,0,None
MER01947,2023-06-27,57,5812,Restaurants,US,18865.97,50.41,29.1,0.26,0.987,6.36,6.16,23.0,174.81,0,0,0,0,0,1,0,13.8,Low,0,None
MER01948,2023-12-15,143,5999,Misc Retail,IN,6346.33,30.62,8.1,0.123,0.075,12.07,4.45,13.2,41.88,0,0,0,0,0,1,0,8.2,Low,0,None
MER01949,2023-07-15,230,7372,Software/SaaS,US,3131.66,145.86,71.5,1.068,1.876,23.88,15.47,30.4,36.93,0,0,0,0,0,1,0,26.4,Low,0,None
MER01950,2024-11-28,730,5411,Grocery,NG,4366.68,46.15,11.8,0.121,2.878,10.49,1.62,44.1,17.31,0,0,0,0,0,1,0,42.5,Medium,0,None
MER01951,2023-04-02,25,5812,Restaurants,GB,3600.6,237.16,34.5,0.282,0.744,17.09,3.93,7.6,121.66,0,0,0,0,0,1,0,13.0,Low,0,None
MER01952,2023-02-11,9,5065,Electronics Retail,CA,3117.87,71.91,16.5,0.19,1.216,16.34,7.8,54.6,45.72,0,1,0,1,2,7,0,97.4,High,1,Money Laundering
MER01953,2024-06-19,213,5912,Drug Stores,US,10516.86,31.24,31.5,0.764,1.265,22.19,3.32,14.8,90.63,0,0,0,0,0,1,0,16.9,Low,1,Triangulation Fraud
MER01954,2024-07-16,321,5094,Precious Metals,CN,258211.0,70.96,15.5,0.404,0.251,8.23,3.39,7.9,3.29,0,0,0,0,0,1,0,29.2,Low,1,Card Testing
MER01955,2023-02-01,337,5961,Mail Order,CA,2655.66,59.69,32.2,0.058,1.63,32.63,6.5,21.0,69.64,0,0,0,0,0,1,0,41.3,Medium,0,None
MER01956,2023-07-25,204,7011,Hotels,GB,5028.04,246.93,19.9,1.36,0.524,20.43,18.77,18.8,14.62,0,0,0,0,0,1,0,24.8,Low,0,None
MER01957,2024-01-28,554,7372,Software/SaaS,BR,7498.46,62.24,53.3,0.888,0.843,45.9,5.84,13.3,150.75,0,0,0,0,0,1,0,27.7,Low,0,None
MER01958,2024-09-26,128,7011,Hotels,BR,2889.87,68.29,7.5,0.41,0.747,13.73,5.42,20.1,7.54,0,0,0,0,0,1,1,27.1,Low,1,Chargeback Abuse
MER01959,2023-10-10,441,7995,Gambling,RO,42081.09,369.28,2.4,0.104,1.784,1.11,5.99,22.9,5.47,0,0,0,0,0,1,1,67.6,High,1,Identity Fraud at Onboarding
MER01960,2024-06-28,618,5411,Grocery,GB,231.29,149.65,6.2,0.397,1.121,3.44,0.62,56.8,20.24,0,0,0,0,0,1,0,26.2,Low,0,None
MER01961,2023-06-17,338,7372,Software/SaaS,CA,3653.39,474.71,72.4,0.741,2.878,9.89,4.19,29.8,17.19,0,0,0,0,0,1,0,20.7,Low,1,Account Takeover
MER01962,2023-05-28,66,6012,Financial Services,RO,27652.48,317.05,16.7,0.321,0.23,32.8,8.84,32.3,205.26,0,0,0,0,0,1,0,56.7,Medium,1,Triangulation Fraud
MER01963,2023-06-21,39,5999,Misc Retail,MX,5212.73,37.07,22.4,0.049,3.151,18.57,9.88,2.6,47.03,0,0,0,0,0,1,1,40.5,Medium,1,Synthetic Identity
MER01964,2023-07-26,142,5065,Electronics Retail,US,2365.49,242.25,5.7,1.139,1.379,19.4,2.06,33.1,72.56,0,1,0,0,1,1,0,58.6,Medium,1,Chargeback Abuse
MER01965,2023-03-27,108,5065,Electronics Retail,US,15695.59,413.77,21.7,0.843,3.169,39.22,16.52,1.3,7.34,1,0,0,0,1,1,1,67.1,High,0,None
MER01966,2023-11-06,378,5812,Restaurants,CN,31555.87,416.89,5.9,0.194,1.197,49.35,7.67,29.6,258.85,0,0,0,0,0,1,0,32.9,Medium,0,None
MER01967,2023-01-09,18,5999,Misc Retail,CA,11113.91,241.8,7.0,0.556,0.485,14.42,21.3,38.8,96.18,0,0,0,0,0,1,0,32.0,Medium,0,None
MER01968,2024-03-19,53,5999,Misc Retail,MX,2436.14,236.87,12.4,0.055,0.911,10.41,5.8,7.6,142.61,0,0,0,0,0,1,0,27.1,Low,0,None
MER01969,2024-04-13,250,5411,Grocery,CA,16063.5,66.51,34.3,0.466,2.387,7.56,26.12,15.2,11.77,0,0,0,0,0,1,0,27.0,Low,0,None
MER01970,2023-08-17,17,5411,Grocery,US,4433.42,38.96,38.9,0.556,0.153,26.74,2.72,28.8,18.77,0,0,0,0,0,1,0,31.4,Medium,0,None
MER01971,2024-04-28,69,6012,Financial Services,MX,24779.71,63.29,40.2,0.057,0.776,20.87,2.64,64.2,98.31,0,0,0,0,0,1,0,70.3,High,1,Synthetic Identity
MER01972,2023-10-09,88,5812,Restaurants,US,74973.37,17.03,3.0,0.378,0.058,42.85,15.63,13.4,22.39,0,1,0,0,1,1,0,38.2,Medium,0,None
MER01973,2023-08-22,175,5045,Electronics Wholesale,CA,162.66,344.74,19.9,1.064,2.785,17.87,1.85,50.6,0.65,0,0,0,0,0,1,0,47.3,Medium,1,Bust-Out Scheme
MER01974,2023-01-06,30,5999,Misc Retail,GB,9572.04,67.81,15.9,0.386,1.785,4.79,8.63,4.1,133.97,0,1,0,0,1,1,1,26.7,Low,0,None
MER01975,2024-03-19,354,5961,Mail Order,CA,599.68,327.45,3.2,0.203,0.771,1.75,13.79,21.7,9.95,0,0,0,0,0,1,0,42.3,Medium,0,None
MER01976,2024-06-08,106,5812,Restaurants,NG,315742.69,26.27,20.5,0.629,0.406,4.32,9.22,14.9,0.69,0,0,0,0,0,1,1,66.5,High,0,None
MER01977,2023-09-13,448,7372,Software/SaaS,CN,4015.08,265.77,14.9,0.101,1.12,2.48,11.5,29.6,17.3,0,0,0,0,0,1,0,19.3,Low,1,Money Laundering
MER01978,2023-02-23,113,6012,Financial Services,NG,24823.84,54.88,37.1,0.682,2.274,23.72,5.81,14.6,55.38,0,0,0,0,0,1,0,57.3,Medium,0,None
MER01979,2023-01-12,57,6012,Financial Services,US,7684.99,24.92,22.1,0.776,2.473,18.33,4.3,3.7,48.2,0,1,0,0,1,1,0,48.9,Medium,0,None
MER01980,2023-04-18,27,5812,Restaurants,US,2429.34,458.11,10.4,0.501,1.64,10.45,9.81,41.9,10.68,0,0,0,0,0,1,1,46.3,Medium,0,None
MER01981,2024-02-12,1,7995,Gambling,GB,2032.29,272.41,61.0,0.553,1.033,21.7,11.09,28.6,30.18,0,0,0,0,0,1,0,61.3,High,0,None
MER01982,2024-02-08,136,7372,Software/SaaS,RO,87423.44,111.25,1.4,0.334,0.701,4.12,2.64,48.3,54.71,0,0,0,0,0,1,0,45.0,Medium,0,None
MER01983,2023-02-19,20,5045,Electronics Wholesale,CN,33992.9,93.12,18.6,0.23,1.38,20.79,10.58,50.9,40.77,0,0,0,0,0,1,0,40.7,Medium,0,None
MER01984,2023-02-25,89,5812,Restaurants,CN,149548.51,139.7,2.4,0.069,1.966,5.5,17.0,9.0,62.31,0,0,0,0,0,1,0,11.2,Low,0,None
MER01985,2023-10-06,160,5411,Grocery,US,8805.92,109.36,6.7,0.242,1.533,3.27,0.83,16.1,27.74,0,0,1,0,1,1,0,27.3,Low,1,Card Testing
MER01986,2024-03-02,58,5912,Drug Stores,CA,12479.96,40.76,37.7,0.434,1.772,2.53,3.02,19.6,23.78,0,0,0,0,0,1,0,12.2,Low,0,None
MER01987,2024-10-23,34,5045,Electronics Wholesale,CA,5427.38,59.62,4.4,0.687,0.868,23.45,17.75,9.6,2.85,0,0,0,1,1,1,0,33.6,Medium,0,None
MER01988,2023-08-20,268,7372,Software/SaaS,US,5267.85,639.52,3.6,0.16,4.302,11.18,18.67,71.2,107.16,0,0,0,0,0,1,0,35.7,Medium,0,None
MER01989,2023-10-06,528,5912,Drug Stores,US,1697.94,1302.65,350.1,1.074,1.498,0.22,7.92,8.6,101.66,0,0,0,0,0,1,1,18.0,Low,1,Triangulation Fraud
MER01990,2023-12-13,19,7995,Gambling,RO,9191.32,429.52,3.9,0.432,1.741,1.85,7.43,17.3,27.12,0,0,0,0,0,1,0,65.9,High,1,Collusion – Merchant-Consumer Ring
MER01991,2024-11-03,30,5812,Restaurants,US,2480.29,145.22,145.6,0.623,0.861,21.04,3.74,35.4,84.15,0,0,0,0,0,1,1,35.9,Medium,0,None
MER01992,2023-05-29,579,5065,Electronics Retail,US,15722.74,64.22,16.3,1.507,1.029,0.29,11.59,7.8,47.05,0,0,0,0,0,1,0,39.3,Medium,0,None
MER01993,2024-09-02,6,5812,Restaurants,US,10456.88,40.52,10.7,1.16,0.508,9.44,1.75,3.3,13.98,0,0,0,0,0,1,1,31.0,Medium,0,None
MER01994,2023-01-21,684,5912,Drug Stores,RO,12475.51,43.28,39.7,0.502,2.586,10.36,22.63,3.6,9.37,0,0,0,0,0,1,0,31.7,Medium,1,Account Takeover
MER01995,2024-07-11,1,7011,Hotels,MX,99976.95,51.77,99.9,0.008,1.548,4.44,17.51,41.6,2.54,0,0,0,0,0,1,0,54.8,Medium,1,Bust-Out Scheme
MER01996,2024-10-11,372,5094,Precious Metals,BR,7657.36,773.68,5.1,0.322,0.914,37.2,7.21,7.7,51.83,0,0,0,0,0,1,0,36.7,Medium,0,None
MER01997,2024-08-02,66,5411,Grocery,IN,25212.38,548.0,10.9,0.124,2.159,10.54,14.86,13.8,15.95,0,0,0,0,0,1,0,10.1,Low,0,None
MER01998,2023-03-22,502,5411,Grocery,CA,175828.47,189.86,55.5,0.429,1.656,18.48,6.51,4.4,109.32,0,0,0,0,0,1,1,19.3,Low,0,None
MER01999,2024-04-24,68,5812,Restaurants,MX,57522.16,34.45,28.4,0.552,0.418,5.86,12.68,12.2,92.34,0,0,0,0,0,1,0,33.1,Medium,1,Synthetic Identity
MER02000,2023-05-10,191,5812,Restaurants,US,45695.47,219.87,75.4,0.076,1.427,11.6,0.59,18.7,61.01,0,0,0,0,0,1,1,21.8,Low,0,None
MER02001,2024-01-03,15,5812,Restaurants,US,5115.18,70.91,37.3,0.251,2.171,68.05,9.24,22.9,45.92,0,0,0,0,0,1,0,42.4,Medium,0,None
MER02002,2024-01-18,49,5961,Mail Order,CN,11435.35,10.45,175.9,0.174,0.44,9.01,1.67,63.0,125.47,0,0,0,0,0,1,1,58.7,Medium,0,None
MER02003,2023-08-10,267,5812,Restaurants,NG,1121.68,119.95,24.9,0.333,1.512,2.64,3.42,29.4,89.43,0,0,0,0,0,1,0,38.6,Medium,0,None
MER02004,2024-02-24,135,5812,Restaurants,CA,17126.32,38.79,26.2,0.258,0.856,8.88,8.92,9.8,14.58,0,0,0,0,0,1,0,9.5,Low,0,None
MER02005,2024-09-25,473,7995,Gambling,CA,12230.53,40.12,29.5,0.159,1.213,16.14,11.35,42.9,14.28,0,0,0,0,0,1,0,47.0,Medium,0,None
MER02006,2023-09-20,100,7372,Software/SaaS,GB,8392.37,70.08,16.9,0.701,0.119,41.9,13.82,13.7,1.06,0,0,0,0,0,1,1,50.4,Medium,1,Card Testing
MER02007,2024-10-04,366,7995,Gambling,US,37827.52,54.69,55.6,1.772,0.466,0.16,0.67,16.4,32.39,0,0,0,0,0,1,0,46.6,Medium,0,None
MER02008,2023-10-06,107,5411,Grocery,US,1323.9,86.99,26.7,0.702,1.284,46.35,20.56,23.9,29.19,0,0,0,0,0,1,0,38.1,Medium,0,None
MER02009,2024-06-11,697,5045,Electronics Wholesale,US,94117.03,82.9,51.7,0.45,2.955,9.25,0.88,27.4,13.81,0,1,0,0,1,1,0,29.8,Low,0,None
MER02010,2023-06-10,578,5411,Grocery,US,31339.89,13.79,62.4,0.366,3.406,0.16,9.63,41.4,162.84,1,0,0,0,1,1,0,28.8,Low,0,None
MER02011,2023-09-25,71,5411,Grocery,NG,7288.47,411.69,33.6,0.204,1.608,6.07,1.58,42.4,37.53,1,0,0,0,1,1,1,64.3,High,0,None
MER02012,2023-04-15,390,5961,Mail Order,US,6482.79,33.67,36.7,0.906,1.624,9.11,17.61,2.9,7.9,0,0,0,0,0,1,0,39.0,Medium,0,None
MER02013,2024-01-24,338,5812,Restaurants,US,16662.51,34.73,6.0,1.294,2.604,41.85,12.85,59.3,89.15,0,1,0,0,1,1,0,56.2,Medium,1,Triangulation Fraud
MER02014,2023-12-18,42,5045,Electronics Wholesale,GB,79322.48,64.81,10.4,1.122,0.88,17.46,7.13,5.3,28.17,1,0,0,0,1,1,0,29.7,Low,0,None
MER02015,2023-07-01,176,7372,Software/SaaS,IN,9437.17,80.77,55.3,1.255,3.403,3.46,9.13,10.4,67.54,1,0,0,0,1,1,0,36.5,Medium,0,None
MER02016,2023-12-04,13,5999,Misc Retail,US,10057.22,387.21,110.9,0.4,0.642,2.62,3.49,28.1,21.57,1,0,0,0,1,1,0,32.7,Medium,1,Identity Fraud at Onboarding
MER02017,2024-02-16,326,5961,Mail Order,US,8326.33,117.85,2.0,0.414,1.463,10.42,15.25,50.7,3.66,0,0,0,0,0,1,1,59.8,Medium,0,None
MER02018,2023-09-14,34,5411,Grocery,CA,117364.08,158.61,10.2,0.068,0.426,9.48,10.09,11.2,227.81,0,0,0,0,0,1,0,14.1,Low,1,Identity Fraud at Onboarding
MER02019,2024-07-06,13,7011,Hotels,NG,4659.56,118.46,20.7,0.261,2.54,4.45,6.35,7.5,85.43,0,0,0,0,0,1,0,43.0,Medium,1,Triangulation Fraud
MER02020,2024-09-02,92,5094,Precious Metals,GB,7752.25,113.46,7.0,0.095,1.461,0.42,1.16,44.4,12.03,0,0,0,1,1,1,0,60.7,High,0,None
MER02021,2023-12-22,154,5065,Electronics Retail,CN,72776.87,122.7,7.5,0.769,1.428,2.89,3.31,10.6,86.64,1,0,0,0,1,1,0,44.2,Medium,1,Chargeback Abuse
MER02022,2024-05-23,347,5961,Mail Order,RO,10102.28,13.03,35.5,1.034,0.65,8.11,4.67,10.6,79.58,0,0,0,0,0,1,0,50.4,Medium,1,Card Testing
MER02023,2023-07-09,658,5411,Grocery,NG,44604.42,70.11,134.0,1.811,1.846,14.24,24.45,22.8,77.84,0,0,0,0,0,1,0,48.3,Medium,1,Friendly Fraud
MER02024,2024-04-03,104,7372,Software/SaaS,MX,2065.4,287.8,1.8,0.857,1.592,16.72,10.02,11.7,13.69,0,0,0,0,0,1,0,38.1,Medium,1,Synthetic Identity
MER02025,2023-10-27,11,5812,Restaurants,GB,5955.45,4639.36,16.4,0.06,0.97,0.63,14.96,28.8,8.21,0,0,0,0,0,1,0,22.9,Low,0,None
MER02026,2024-10-13,248,5912,Drug Stores,US,75105.65,27.0,35.0,0.258,2.723,54.45,11.47,34.3,34.57,0,0,0,0,0,1,1,45.3,Medium,0,None
MER02027,2024-06-01,149,5094,Precious Metals,VN,2938.02,137.43,51.2,0.796,1.063,3.2,13.34,12.5,58.67,0,0,0,0,0,1,0,59.3,Medium,0,None
MER02028,2023-08-10,106,5812,Restaurants,CA,6457.85,50.85,29.5,1.013,1.276,4.15,14.99,25.1,31.2,0,0,0,0,0,1,0,26.4,Low,0,None
MER02029,2023-01-07,66,7011,Hotels,US,11908.74,697.6,166.3,0.854,1.268,11.54,2.02,9.9,26.33,0,0,0,0,0,1,0,11.9,Low,1,Collusion – Merchant-Consumer Ring
MER02030,2024-11-26,125,5812,Restaurants,BR,1837.7,23.25,20.8,0.369,1.929,6.24,8.63,42.1,29.83,0,0,0,0,0,1,0,23.8,Low,0,None
MER02031,2023-09-27,74,5065,Electronics Retail,US,4355.89,168.16,97.0,0.019,1.387,19.89,15.69,13.8,148.73,0,0,0,0,0,1,0,36.2,Medium,1,Triangulation Fraud
MER02032,2023-10-16,254,7372,Software/SaaS,MX,9594.59,22.04,9.2,0.586,0.649,13.64,18.23,1.1,123.95,0,0,1,0,1,1,0,39.3,Medium,1,Bust-Out Scheme
MER02033,2023-01-31,141,5094,Precious Metals,MX,8690.82,65.46,21.5,0.471,1.022,2.55,9.08,61.0,134.37,0,0,0,0,0,1,0,71.9,High,1,Identity Fraud at Onboarding
MER02034,2024-08-13,376,5065,Electronics Retail,CA,55299.99,86.98,4.7,0.36,1.499,57.72,11.91,29.1,17.15,0,1,0,0,1,1,0,61.0,High,0,None
MER02035,2023-10-05,141,5999,Misc Retail,CN,81812.54,262.35,59.2,0.149,0.942,23.97,13.71,53.6,1.27,0,0,0,0,0,1,1,59.0,Medium,1,Account Takeover
MER02036,2024-08-15,48,5411,Grocery,US,2243.68,30.66,17.4,0.341,0.876,0.8,1.75,4.2,179.43,1,1,0,0,2,14,1,59.1,Medium,1,Bust-Out Scheme
MER02037,2024-02-27,342,5812,Restaurants,CA,9574.92,174.75,30.9,0.024,1.244,15.37,0.65,35.8,3.2,0,0,0,0,0,1,0,12.2,Low,0,None
MER02038,2023-06-01,146,5812,Restaurants,GB,22278.39,91.72,13.8,0.377,0.871,57.0,13.96,30.3,135.65,0,0,1,0,1,1,1,51.6,Medium,0,None
MER02039,2024-06-05,41,5812,Restaurants,BR,78788.41,118.25,40.6,0.079,1.937,5.22,17.74,3.5,33.27,0,0,0,0,0,1,0,11.8,Low,0,None
